Study Hours,Attendance,Marks
1.72,80.81,44.89
4.61,64.69,60.15
1.83,93.77,50.07
9.45,97.4,91.5
10.61,78.33,86.71
2.6,70.85,40.99
6.37,65.53,65.37
7.39,57.24,71.36
6.17,67.08,63.45
2.69,84.44,48.16
6.87,79.01,78.03
11.52,97.48,100.0
1.99,72.83,43.16
2.12,86.22,51.33
5.97,77.02,70.92
14.18,78.07,100.0
10.36,67.05,82.73
10.5,75.47,83.58
6.07,76.19,71.58
9.31,86.8,93.95
1.14,97.33,54.4
9.91,69.82,81.65
13.79,56.9,100.0
9.58,77.33,89.19
13.23,79.5,100.0
11.14,62.58,87.21
2.69,89.22,51.29
13.63,99.32,100.0
1.93,97.56,57.12
8.48,63.87,72.13
2.99,94.39,61.98
1.16,86.7,49.37
6.91,75.42,76.73
5.13,79.33,68.27
7.8,93.23,84.85
9.08,76.61,87.53
1.61,71.79,45.96
2.72,77.2,50.08
8.82,81.06,84.01
5.8,63.51,60.03
11.21,95.54,100.0
10.13,85.34,91.49
12.84,83.5,100.0
10.69,59.48,93.06
7.02,82.19,80.89
10.42,60.44,78.53
4.86,58.54,56.4
5.29,78.73,66.4
12.05,73.13,98.75
7.25,81.5,77.68
12.18,59.01,96.34
12.51,74.39,100.0
13.01,62.87,96.15
13.83,99.42,100.0
7.03,80.25,76.46
5.46,85.93,70.9
9.15,69.64,82.15
6.2,59.26,60.15
9.42,98.91,96.58
10.88,67.88,85.4
10.64,74.07,86.47
6.24,84.24,68.35
3.34,56.11,37.78
7.03,91.46,76.47
3.0,79.15,53.68
13.46,67.52,100.0
5.84,57.77,56.74
3.16,62.31,35.19
1.36,95.28,62.29
10.04,85.87,98.58
9.92,66.25,84.93
5.77,57.95,67.36
2.0,86.08,48.17
6.73,80.76,83.49
5.36,73.2,58.56
10.48,71.36,89.27
9.48,64.76,73.41
6.1,85.13,73.16
4.05,98.68,71.52
14.83,62.91,100.0
7.36,81.87,81.28
10.64,74.09,90.72
2.97,75.1,49.78
7.8,66.44,69.38
1.39,92.13,57.05
8.08,76.84,75.53
14.5,79.45,100.0
6.38,68.71,72.37
1.55,63.18,30.98
1.43,58.87,42.26
6.43,87.14,86.03
3.24,63.83,49.38
1.33,86.05,52.66
11.59,72.57,99.4
7.42,73.71,72.57
5.05,76.11,64.22
13.6,71.55,97.21
2.63,59.53,43.59
14.38,68.93,100.0
5.4,84.87,71.99
13.44,84.96,100.0
9.44,67.88,77.27
12.57,75.7,98.06
14.78,63.71,100.0
5.04,64.47,56.67
14.46,56.04,100.0
6.45,95.35,79.61
6.4,64.48,60.12
5.77,65.24,69.56
8.58,67.58,74.05
3.16,60.73,40.52
8.75,83.77,83.39
8.58,58.38,62.1
11.67,61.04,85.6
12.67,84.01,100.0
7.17,70.28,74.06
5.23,86.86,66.23
4.63,80.08,67.63
3.72,66.52,58.88
1.81,84.29,55.08
5.79,60.23,58.01
4.78,79.14,64.19
14.53,74.67,100.0
8.81,67.05,76.9
5.86,82.18,66.1
9.13,94.21,96.21
2.95,99.95,77.58
7.22,82.35,79.76
9.77,73.21,75.49
7.84,65.13,69.98
6.62,66.57,67.02
14.91,76.58,100.0
13.32,71.53,98.73
9.73,96.12,97.93
8.97,71.57,74.43
9.69,71.81,79.62
3.82,72.26,58.45
6.53,92.65,73.91
1.55,84.29,52.6
7.66,82.64,72.76
8.6,70.04,86.85
4.19,91.81,62.97
14.5,56.73,99.73
13.73,94.19,100.0
11.11,78.07,91.76
8.47,72.92,79.51
13.18,77.37,100.0
2.83,85.03,61.47
12.07,55.57,92.08
2.75,94.22,59.99
12.12,75.1,97.41
4.86,70.43,71.27
13.28,61.22,100.0
14.22,74.78,100.0
3.08,77.33,54.58
7.48,73.16,72.29
14.73,85.54,100.0
7.77,73.94,69.66
13.09,98.26,100.0
9.24,81.97,96.25
6.25,91.34,79.84
5.0,59.92,42.51
3.85,72.88,61.75
11.67,70.16,98.85
6.41,80.63,70.57
8.16,93.75,91.25
7.89,58.53,64.43
9.08,58.27,72.19
13.12,93.26,100.0
14.73,64.58,100.0
6.71,85.09,66.73
12.59,79.43,100.0
11.7,92.48,100.0
9.03,60.63,81.45
14.38,60.84,100.0
3.81,80.06,56.95
2.53,97.59,66.67
12.96,73.67,100.0
7.15,69.71,66.85
12.86,82.3,100.0
13.5,96.87,100.0
1.87,92.66,55.72
13.37,99.8,100.0
7.28,56.02,59.04
8.15,60.08,68.13
9.77,82.43,90.09
13.97,91.93,100.0
1.27,67.84,46.62
7.68,65.76,72.35
10.63,90.41,100.0
11.12,57.54,84.41
10.7,71.62,94.57
2.88,77.76,55.28
5.19,80.22,66.13
6.02,87.79,73.94
12.26,70.97,92.02
4.9,82.57,68.33
3.95,81.34,60.22
14.4,79.64,100.0
1.12,83.82,53.06
14.97,66.68,100.0
10.48,58.81,79.67
12.6,60.37,98.32
5.12,65.11,59.75
1.2,77.51,44.52
11.33,92.82,100.0
12.68,86.56,100.0
11.37,90.51,94.5
3.0,70.79,48.65
11.55,73.21,100.0
11.76,72.72,91.89
10.22,63.63,81.32
11.73,57.75,84.8
12.84,81.59,100.0
9.59,99.51,94.79
2.24,62.51,44.89
7.83,57.1,68.67
2.09,90.08,59.34
6.71,66.37,61.46
6.7,92.33,77.96
1.92,86.68,51.83
5.88,97.56,80.47
2.55,73.4,45.5
12.32,84.79,100.0
14.27,75.92,100.0
2.01,83.38,46.81
14.37,75.23,100.0
8.32,63.49,70.66
5.19,77.86,78.06
2.08,78.79,47.62
8.01,91.48,94.17
12.12,88.1,98.33
10.9,84.87,91.98
1.7,60.1,35.13
2.02,87.43,49.59
6.64,77.51,70.62
5.13,95.23,69.74
4.25,96.39,65.37
4.93,57.48,59.2
12.25,91.93,100.0
14.01,56.7,100.0
6.67,71.52,71.74
13.69,79.4,100.0
5.5,61.66,55.85
7.67,88.58,77.88
4.16,55.38,50.32
9.97,62.59,75.26
14.71,81.14,100.0
9.45,87.15,96.58
6.01,96.25,87.67
10.07,86.75,95.69
2.72,85.23,61.75
13.44,72.75,100.0
8.04,55.06,61.06
7.29,60.41,69.72
9.2,79.05,88.38
9.75,85.38,91.78
2.0,73.79,45.71
10.56,87.88,100.0
4.39,78.48,56.25
11.0,58.34,80.28
12.52,63.64,89.36
12.26,92.8,100.0
8.74,87.62,82.05
8.28,95.26,85.62
3.0,60.29,41.62
11.85,99.56,100.0
4.8,64.42,48.77
7.95,55.53,67.97
4.98,99.88,81.08
2.87,67.65,48.87
9.81,85.06,99.31
1.76,62.95,46.95
11.48,81.11,100.0
5.45,95.68,75.45
1.0,69.41,39.83
8.16,85.16,87.18
1.66,63.46,38.05
4.87,83.12,56.48
10.9,70.14,92.02
1.88,64.5,35.99
12.75,69.09,93.49
1.05,63.05,36.79
4.46,95.59,69.6
11.37,72.87,86.24
5.43,66.04,60.99
2.43,75.18,54.55
6.04,69.42,59.29
4.79,88.5,74.54
12.8,98.7,100.0
5.39,74.71,74.88
12.05,93.75,100.0
13.49,80.46,100.0
7.07,62.08,56.94
13.74,86.08,100.0
6.28,78.1,71.61
14.5,84.28,100.0
2.25,95.04,55.95
10.62,74.82,85.77
7.91,95.55,93.0
6.43,88.78,76.68
9.86,76.99,95.49
10.85,82.14,92.71
1.06,69.65,37.96
3.34,99.26,70.4
10.98,85.03,89.31
10.33,56.97,74.07
14.52,69.7,100.0
11.65,83.05,93.94
14.31,57.53,91.23
10.84,56.07,91.56
5.17,75.25,56.52
2.48,69.97,48.28
11.95,74.72,97.43
10.02,66.82,69.45
1.67,62.41,38.24
6.04,86.01,75.45
14.4,78.16,100.0
8.01,64.01,76.55
7.06,69.38,68.04
7.41,81.63,81.42
3.92,58.25,45.3
6.16,61.64,54.57
6.18,58.3,53.55
1.73,91.55,47.13
11.75,88.86,100.0
6.83,88.9,71.03
12.51,87.23,100.0
12.9,85.12,100.0
3.97,76.46,57.56
10.2,83.9,99.78
7.61,56.73,64.23
13.32,82.97,100.0
4.02,90.0,65.29
10.49,77.52,90.44
9.51,71.09,94.59
5.13,67.48,52.21
2.91,83.93,62.97
10.12,86.18,96.98
11.34,94.19,100.0
5.42,70.41,70.44
10.03,89.64,85.72
6.53,80.26,70.18
10.98,94.73,96.25
3.79,78.75,60.38
13.46,78.29,100.0
5.02,81.0,67.79
6.15,88.72,74.17
1.81,98.41,55.88
2.56,58.31,43.9
8.22,57.4,68.47
4.75,97.19,66.88
12.7,78.84,100.0
1.21,82.67,44.93
6.31,76.71,58.8
5.72,59.21,54.01
1.27,89.56,44.8
2.74,88.63,62.15
6.79,69.03,70.08
7.9,68.78,75.88
6.66,92.7,77.8
8.43,58.26,69.9
9.33,94.65,92.13
1.14,66.55,38.56
7.5,81.68,82.51
14.49,97.12,100.0
8.27,85.52,86.59
10.49,73.65,91.75
5.37,86.03,74.27
11.84,70.48,95.86
11.82,67.48,94.64
8.3,99.85,97.36
14.66,88.79,100.0
2.76,84.01,51.52
1.24,70.99,35.75
11.78,57.21,88.43
12.3,56.4,80.43
2.68,79.94,55.69
4.72,89.29,67.69
1.25,79.18,51.49
5.11,92.84,68.59
11.82,56.5,86.36
8.25,71.5,82.62
5.87,65.67,69.12
6.2,75.13,65.18
1.02,58.26,35.13
5.2,97.94,76.43
10.05,65.05,84.64
14.64,96.5,100.0
12.86,74.17,100.0
1.33,99.35,46.88
13.58,79.93,100.0
11.96,96.89,100.0
11.93,55.24,89.53
7.41,88.67,88.16
6.57,95.64,86.67
5.24,61.29,55.42
1.92,59.33,45.76
4.2,74.11,54.46
4.45,97.02,75.42
7.78,79.41,87.64
11.46,78.74,100.0
7.63,61.35,69.37
1.81,55.04,34.91
14.41,91.46,100.0
14.2,58.94,100.0
11.99,83.52,96.15
14.88,96.16,100.0
8.62,64.39,69.35
14.48,84.94,100.0
2.06,58.54,39.42
6.12,82.17,73.05
4.16,62.38,48.96
3.74,88.12,68.11
2.97,68.56,48.09
9.71,75.85,82.56
11.94,81.97,100.0
9.1,62.71,86.65
3.06,88.37,61.15
12.36,68.62,94.27
9.9,84.81,84.28
6.43,62.12,62.14
10.44,85.97,96.35
4.64,60.77,51.64
5.83,74.14,57.91
13.84,66.12,98.03
5.07,88.68,76.95
7.58,66.79,78.46
13.46,94.68,100.0
10.91,95.13,100.0
1.87,63.84,35.38
3.06,82.62,63.64
1.11,58.95,36.25
9.83,72.62,90.22
7.27,87.1,71.31
2.88,84.67,60.12
14.41,83.11,100.0
8.42,67.71,80.19
4.39,72.01,62.51
8.01,59.63,70.19
10.51,87.36,93.25
2.07,77.67,53.07
4.85,86.89,67.38
12.3,66.2,90.22
7.44,69.6,67.38
8.65,70.04,70.89
7.06,56.16,60.82
1.61,70.35,48.76
3.32,91.15,63.07
7.24,95.38,81.23
3.93,78.32,62.83
1.7,75.5,42.08
12.81,56.39,92.73
14.74,94.56,100.0
12.1,55.59,92.21
12.95,97.51,100.0
4.39,77.01,56.19
14.45,70.39,99.25
3.76,96.59,65.78
14.32,56.1,100.0
14.93,81.16,100.0
10.96,79.7,92.12
14.74,64.87,100.0
8.97,74.3,87.36
4.63,84.35,64.9
7.12,87.72,82.87
9.31,55.03,68.68
2.02,97.16,65.58
9.71,62.4,90.51
14.74,65.51,100.0
3.66,66.86,41.31
12.1,56.7,86.04
13.71,60.54,100.0
14.21,99.39,100.0
14.44,69.18,100.0
8.3,60.19,74.54
14.68,59.81,99.79
11.6,87.38,100.0
3.26,93.46,58.58
7.68,66.56,70.75
11.06,55.94,80.48
4.46,65.04,60.71
9.97,57.54,89.19
10.33,59.65,74.33
3.28,74.42,43.98
8.91,65.35,76.0
11.8,78.22,90.53
7.98,66.41,73.36
1.17,97.32,58.25
1.13,95.77,60.99
6.0,80.51,71.25
13.97,70.95,100.0
4.2,72.15,47.19
9.88,73.53,86.3
4.11,87.74,64.77
5.5,75.32,68.37
12.87,93.55,100.0
11.2,97.48,100.0
2.34,70.12,39.35
7.0,80.23,63.67
1.41,59.28,31.14
7.73,64.02,62.82
10.27,73.61,89.86
2.66,64.28,42.84
5.04,94.45,69.75
6.57,62.12,58.99
13.87,75.5,90.96
14.91,82.26,100.0
1.63,86.13,46.21
11.65,72.24,92.33
6.2,94.11,70.8
6.49,80.57,77.62
11.56,74.78,95.9
13.86,58.03,94.17
14.31,75.91,100.0
9.08,91.93,99.76
6.0,82.65,70.96
12.03,92.45,100.0
4.51,77.23,56.48
8.9,60.33,65.18
6.02,55.61,57.11
10.19,68.64,86.91
4.37,86.41,70.53
3.68,90.56,52.45
13.86,68.31,97.81
2.43,77.3,47.87
8.08,73.95,77.37
4.09,73.47,56.47
1.55,65.41,39.82
1.5,61.14,40.13
3.45,63.85,44.67
13.13,57.49,99.09
4.95,63.92,58.9
14.31,55.41,97.64
9.14,83.23,95.33
7.11,69.24,77.96
9.12,98.79,99.67
8.23,63.72,57.93
11.62,70.56,100.0
4.95,71.1,64.3
5.94,55.38,67.44
13.52,92.76,100.0
14.25,56.44,100.0
13.5,97.31,100.0
6.87,95.14,88.68
11.93,79.1,100.0
7.67,79.46,79.16
7.97,84.42,74.18
3.87,72.42,54.0
9.28,84.13,90.39
3.61,57.01,46.91
5.64,57.43,50.69
12.97,75.58,94.48
3.9,79.73,55.66
2.0,94.95,61.5
1.97,59.71,47.59
14.17,92.02,100.0
8.1,64.45,78.0
6.73,72.73,69.62
12.35,69.25,87.67
12.7,73.01,97.74
5.65,61.77,57.85
10.71,77.66,89.9
11.8,91.07,100.0
10.17,74.87,90.47
3.12,77.08,58.42
13.26,93.19,100.0
8.55,86.77,76.6
4.95,77.07,60.89
6.95,66.6,68.28
1.53,94.82,61.15
2.79,80.97,51.59
11.72,64.95,93.63
1.0,67.11,40.01
6.83,91.14,79.95
8.32,56.99,74.72
1.76,99.64,55.34
14.62,60.87,100.0
4.17,90.82,66.18
5.26,72.76,59.48
5.26,77.15,67.39
4.23,94.63,64.88
1.02,73.58,43.03
11.21,79.19,95.15
14.54,57.22,100.0
4.14,55.11,45.95
10.28,66.02,82.73
11.39,85.63,100.0
12.88,60.46,95.63
6.92,60.12,64.62
5.24,73.49,71.48
5.55,84.15,64.89
10.98,87.04,98.08
12.43,63.03,85.82
3.54,58.58,48.86
6.19,97.32,74.05
13.63,66.73,100.0
12.29,93.4,100.0
14.79,93.86,100.0
11.56,89.76,99.92
6.5,62.6,60.85
9.27,91.98,99.51
10.25,89.62,97.5
2.1,81.85,48.61
8.62,70.17,76.95
10.93,66.81,96.29
3.34,60.49,45.78
11.93,77.94,95.17
9.17,81.34,83.11
14.33,71.17,100.0
1.59,76.39,43.19
4.71,71.36,52.85
9.42,83.85,83.41
5.15,95.56,69.39
11.0,62.38,89.16
11.63,72.16,92.31
2.44,61.34,41.81
8.19,83.12,88.88
8.12,87.8,91.0
6.17,96.94,77.91
14.06,67.55,100.0
12.59,97.76,100.0
10.76,57.85,86.19
11.0,82.14,95.05
7.46,57.57,64.17
13.89,95.22,100.0
10.72,78.84,89.19
11.21,85.12,100.0
13.06,92.42,100.0
4.84,61.76,60.04
12.3,56.74,87.19
3.73,94.55,65.19
5.83,69.17,57.08
5.7,60.8,58.83
14.7,76.08,100.0
12.99,81.92,100.0
10.82,56.39,89.64
11.18,67.37,90.47
8.87,56.48,68.61
14.26,73.92,100.0
7.95,95.28,90.35
6.33,99.22,87.74
3.28,83.67,59.66
12.01,62.27,94.61
11.28,95.76,100.0
6.38,78.23,78.12
1.35,61.92,27.97
12.75,96.48,100.0
1.16,89.09,55.26
10.85,87.93,91.53
14.58,86.91,100.0
7.13,64.02,63.39
4.29,64.5,50.05
10.87,85.97,94.92
12.44,64.89,95.86
8.65,74.74,84.95
14.54,90.19,100.0
1.72,90.28,49.57
8.07,75.4,73.81
11.06,90.65,100.0
13.08,92.74,100.0
3.51,84.46,60.19
12.2,65.28,96.01
8.74,67.33,77.21
6.55,69.17,69.97
2.84,60.26,42.67
13.11,67.29,100.0
3.2,64.43,40.67
5.34,75.49,60.99
5.06,95.88,69.86
13.2,59.7,93.98
10.42,87.41,91.16
12.15,85.93,100.0
4.51,59.31,44.62
9.75,96.52,99.74
9.0,80.58,84.9
12.66,71.37,90.46
13.69,89.04,100.0
1.17,66.58,40.82
10.44,86.21,92.57
1.73,56.79,33.54
8.68,92.77,89.43
5.03,75.17,64.44
5.29,83.65,61.12
5.94,64.96,64.94
9.7,85.47,87.22
5.68,89.75,73.17
11.26,76.29,94.26
6.66,82.8,72.08
1.96,75.53,42.43
11.97,95.23,100.0
5.0,77.4,71.83
7.06,92.88,74.93
10.6,91.06,100.0
5.65,73.47,63.71
1.79,65.35,41.81
6.23,73.27,62.38
14.22,92.18,100.0
9.98,65.24,80.03
10.4,78.6,86.07
9.85,91.27,93.85
3.79,70.91,52.35
6.86,83.9,85.49
11.51,66.05,84.76
2.42,59.92,42.57
4.89,90.75,71.06
4.87,59.45,48.72
7.05,67.21,72.28
14.73,93.48,100.0
1.95,70.59,32.56
8.26,98.79,94.0
3.51,99.09,61.51
14.59,67.07,100.0
2.59,56.84,44.79
6.65,86.73,74.88
11.33,75.29,98.89
10.86,59.53,90.14
6.92,86.84,74.79
5.85,56.4,61.42
6.57,94.16,76.13
4.7,61.24,65.28
3.87,60.73,46.27
7.76,62.91,75.4
4.76,98.21,77.12
5.02,86.19,69.8
10.19,91.06,93.15
14.56,72.89,100.0
9.45,70.13,71.55
2.08,65.55,44.29
2.06,76.63,50.35
14.32,79.83,100.0
5.16,83.43,52.66
2.29,66.57,38.4
9.39,97.69,92.04
9.73,62.64,81.43
10.08,98.45,100.0
4.74,55.67,50.7
1.21,76.65,47.56
14.51,70.0,100.0
4.51,75.21,63.22
10.46,80.68,95.04
10.89,74.6,93.65
9.54,73.67,83.62
5.38,87.97,80.04
4.8,85.86,69.37
9.37,92.5,88.24
13.13,66.25,99.99
14.25,82.43,100.0
2.48,81.33,50.14
3.17,71.64,57.1
14.23,76.87,100.0
11.31,69.12,79.41
13.36,61.38,99.0
3.84,64.62,49.46
9.23,59.75,78.69
10.82,85.74,100.0
10.52,84.73,95.95
6.71,97.78,90.79
1.22,87.84,49.1
9.16,57.34,77.6
4.54,94.79,74.14
7.3,93.82,82.94
14.41,74.95,100.0
6.59,81.36,70.64
12.76,98.92,100.0
3.64,78.95,51.11
10.41,95.74,100.0
14.68,58.74,100.0
2.43,63.6,49.83
1.12,74.83,46.96
7.07,81.31,74.58
2.3,91.73,51.46
11.48,99.47,100.0
13.8,72.5,100.0
7.08,57.13,67.72
4.62,91.05,74.06
7.08,82.2,75.45
11.13,63.93,85.28
1.13,77.27,40.58
9.25,88.4,90.18
9.59,89.67,92.37
9.93,77.48,89.41
4.39,68.73,55.66
11.0,98.82,100.0
2.28,84.85,49.94
3.79,73.37,60.34
13.28,67.62,100.0
11.34,87.9,99.79
1.19,65.9,35.17
4.48,62.73,47.09
4.0,78.84,65.97
4.79,68.05,60.75
4.47,83.3,55.86
1.88,60.31,43.35
7.43,84.47,83.97
11.26,67.75,90.79
9.49,55.01,82.97
10.42,60.71,83.54
2.14,97.01,52.1
14.32,94.03,100.0
12.74,65.51,97.68
12.27,90.03,100.0
12.52,82.39,100.0
14.06,98.69,100.0
8.62,71.81,83.96
3.8,85.67,57.46
9.63,57.86,72.18
11.4,72.83,92.85
11.33,98.37,100.0
8.3,79.25,81.95
1.96,67.95,40.06
6.2,60.41,58.65
13.89,86.66,100.0
9.18,84.02,86.8
8.54,71.83,83.97
4.76,97.79,72.69
6.16,56.0,63.09
13.53,68.67,100.0
10.33,96.45,96.94
12.02,69.44,93.91
7.36,66.35,80.84
9.82,79.04,95.86
4.48,92.07,60.06
10.88,59.64,86.14
6.99,97.44,83.65
7.2,90.78,85.5
10.09,63.16,78.31
14.11,87.04,100.0
1.9,72.32,42.26
12.55,73.1,96.42
5.09,90.25,74.67
7.21,98.33,79.33
1.31,60.7,33.77
5.21,73.93,54.09
8.04,76.64,83.54
1.79,71.93,51.25
7.88,71.34,73.41
13.98,57.35,97.08
2.48,85.85,57.57
11.7,74.63,100.0
6.74,63.77,67.6
10.17,91.72,93.24
4.64,91.12,60.68
3.23,76.89,49.03
3.25,68.43,50.81
1.99,83.71,48.51
3.6,67.97,52.95
10.3,65.62,81.54
13.34,87.87,100.0
12.4,56.81,84.51
10.59,59.26,90.4
2.55,55.31,44.83
5.05,61.88,64.84
5.34,58.1,58.44
4.5,99.81,70.25
8.21,68.0,81.67
8.5,61.72,73.18
6.0,65.84,64.01
5.95,97.13,78.11
12.6,78.41,87.47
12.05,71.42,100.0
5.31,94.3,76.15
13.79,72.77,100.0
14.34,70.08,100.0
5.57,64.33,60.85
5.96,72.0,62.82
8.08,69.25,78.1
14.18,85.48,100.0
13.27,68.03,100.0
2.44,80.97,55.47
6.5,57.97,60.48
8.75,63.61,77.39
8.04,73.33,71.93
3.71,97.16,62.32
13.02,71.98,100.0
10.48,84.88,98.22
12.73,66.48,87.52
13.02,60.72,98.08
11.48,57.63,83.49
7.15,68.74,69.15
9.55,62.09,72.09
3.25,62.83,43.38
10.43,89.23,100.0
3.51,55.71,45.57
10.72,80.1,91.71
4.21,72.08,56.53
2.65,77.79,54.57
3.31,80.33,58.94
1.03,69.1,39.32
11.06,68.28,94.92
11.25,88.0,100.0
8.21,94.21,90.22
3.26,63.67,48.4
2.17,59.39,43.83
1.27,95.4,55.61
3.32,70.75,57.28
13.47,79.81,100.0
4.38,71.18,52.41
5.96,60.66,54.7
2.47,81.52,49.63
4.11,78.63,64.76
8.27,64.13,65.53
9.51,75.33,87.18
4.43,90.86,69.42
1.81,81.57,55.64
6.47,59.36,62.95
4.28,79.66,54.51
4.07,86.62,58.88
14.44,90.67,100.0
9.63,83.31,87.11
8.8,61.87,74.0
6.82,86.96,71.76
7.01,85.48,85.12
8.57,56.1,64.29
10.75,73.53,97.24
10.83,69.98,95.07
3.4,85.12,64.07
8.0,64.73,68.9
6.77,81.59,76.34
13.19,96.09,100.0
9.84,90.9,99.2
8.46,96.47,90.14
2.62,99.03,60.55
9.48,55.48,69.02
2.64,83.02,42.33
5.72,73.58,60.2
3.0,93.69,67.41
10.69,66.33,84.6
3.89,99.15,68.16
6.49,82.62,77.02
13.54,90.71,100.0
3.86,58.85,55.35
8.11,63.26,67.31
6.87,89.13,69.2
1.25,55.99,46.06
12.1,91.76,100.0
1.97,55.63,38.59
7.64,84.57,74.13
8.85,71.43,84.78
9.8,82.52,89.71
10.64,86.32,95.8
4.55,70.41,62.41
1.14,59.86,37.3
11.13,58.13,78.78
8.5,81.5,81.62
12.71,78.43,100.0
12.5,88.4,100.0
12.81,77.94,100.0
7.79,74.01,80.63
5.67,72.91,63.0
12.08,56.19,89.4
7.32,70.1,54.76
3.57,98.92,65.05
12.97,94.31,100.0
13.36,69.82,99.74
7.53,81.45,76.04
2.06,93.13,51.66
6.43,74.86,74.59
12.25,55.81,91.89
13.62,58.35,100.0
3.85,77.97,49.6
1.94,98.62,58.2
13.28,86.19,100.0
6.45,58.19,59.95
8.58,63.52,71.6
14.55,89.71,100.0
1.93,92.86,60.34
10.08,82.8,82.22
2.04,84.0,61.07
6.26,56.28,61.84
12.25,92.28,100.0
7.07,90.47,85.11
14.96,66.66,100.0
8.83,86.89,84.26
5.5,64.67,59.21
4.08,56.81,55.64
5.91,64.05,61.33
6.22,63.04,64.85
1.96,70.2,41.96
6.17,73.83,70.22
7.5,77.88,84.83
11.12,76.45,98.8
10.19,67.18,84.15
10.92,56.31,86.15
1.12,82.23,49.59
4.05,72.81,59.17
10.26,68.44,91.1
7.78,94.01,91.41
1.07,88.6,49.04
12.26,93.6,100.0
11.82,77.27,95.82
8.68,60.89,69.22
1.93,86.33,51.47
11.73,64.27,90.41
9.17,74.86,74.98
11.95,57.93,93.0
11.52,92.14,89.86
12.24,60.67,100.0
8.25,95.64,96.59
2.96,93.89,60.46
10.4,75.91,89.98
9.69,88.5,94.2
11.39,82.88,95.45
3.38,91.14,63.42
3.73,74.43,55.14
13.47,90.36,100.0
11.5,75.81,96.31
13.72,97.34,100.0
11.62,76.89,96.75
9.36,75.82,85.53
10.16,90.33,96.6
13.45,91.97,100.0
9.1,79.95,91.18
9.85,63.09,79.04
3.19,76.05,55.11
7.63,98.56,93.94
11.03,88.88,99.19
4.79,91.5,70.79
3.83,56.48,46.91
5.39,76.05,71.18
4.38,84.1,62.67
4.01,92.35,72.64
6.95,57.22,62.83
13.71,93.36,100.0
8.1,79.68,83.73
3.63,63.88,48.57
2.08,69.28,48.13
10.75,67.69,73.93
6.36,78.89,71.27
12.51,57.33,88.89
10.23,62.13,76.92
12.15,91.57,100.0
4.81,60.97,51.65
10.69,65.5,85.98
4.7,75.4,54.35
14.15,78.27,100.0
9.91,89.36,100.0
5.54,75.13,66.69
4.77,90.54,73.18
3.67,82.83,65.25
10.72,60.09,89.85
4.06,62.03,60.68
9.33,74.67,81.51
4.7,72.86,56.36
10.27,88.46,99.48
12.41,81.13,100.0
11.89,72.47,99.57
11.65,62.68,99.05
3.63,65.21,50.8
2.24,80.9,53.77
10.79,74.05,86.05
6.16,78.17,80.55
7.05,62.68,64.92
1.44,84.83,48.05
4.63,93.36,68.12
1.47,66.61,37.44
13.31,77.12,100.0
4.41,98.9,68.87
8.8,70.0,72.18
1.55,81.78,44.69
10.34,59.06,90.95
5.52,82.27,72.43
13.57,59.03,100.0
13.43,98.17,100.0
5.55,87.2,80.54
13.61,90.47,100.0
14.95,86.68,100.0
12.56,81.54,99.53
12.83,75.25,99.42
4.49,93.63,67.74
9.07,98.06,92.16
1.94,77.46,49.53
2.33,96.92,60.28
14.98,81.25,100.0
5.57,79.23,56.6
11.47,75.45,90.13
12.29,64.42,90.93
13.01,55.17,91.41
14.97,65.87,100.0
4.38,77.94,58.42
1.56,72.1,38.22
6.76,75.18,70.75
2.82,99.13,58.3
1.31,70.76,37.71
6.05,75.35,61.36
11.97,61.01,89.6
8.93,57.16,68.88
5.38,89.89,76.38
10.16,80.68,93.17
4.25,89.23,65.51
1.2,61.74,32.89
11.7,80.73,100.0
9.73,66.41,85.32
11.67,65.26,91.71
1.55,55.52,43.5
12.72,60.87,96.33
9.67,68.92,87.39
8.89,60.26,75.24
9.74,99.36,100.0
13.1,68.89,95.97
9.22,60.86,74.23
9.13,63.96,79.39
14.87,81.45,100.0
11.59,57.88,89.45
7.19,93.81,88.37
10.9,98.27,96.53
6.45,66.1,60.43
4.2,75.25,59.8
9.36,56.0,71.16
13.99,83.83,100.0
14.01,73.63,100.0
5.79,67.15,62.12
8.39,64.31,71.51
3.96,84.43,59.63
14.94,73.73,100.0
14.74,63.08,100.0
10.09,86.01,91.19
12.26,80.43,100.0
11.01,93.64,100.0
9.3,60.29,83.59
1.75,90.35,55.17
7.37,85.31,72.78
10.45,60.18,85.02
10.49,86.27,100.0
6.22,74.87,75.4
14.18,97.52,100.0
3.34,61.37,54.51
8.01,83.93,82.26
10.67,72.19,92.6
10.76,98.06,99.42
10.08,69.85,86.79
4.85,98.3,80.07
3.19,95.57,60.77
9.9,67.17,78.79
9.39,91.16,93.02
3.51,99.8,66.32
10.87,66.37,90.79
7.37,74.65,71.92
10.35,78.41,99.54
12.72,68.27,91.3
3.38,55.69,50.99
1.27,64.91,34.97
11.91,67.69,84.4
9.54,74.96,86.35
10.79,62.7,84.05
12.73,94.3,100.0
12.24,86.72,96.15
14.45,58.83,100.0
8.5,84.25,89.52
7.84,84.41,84.33
6.63,98.03,82.43
3.15,55.14,45.72
9.02,66.16,78.02
4.88,96.75,65.62
13.9,96.95,100.0
9.16,87.43,88.52
9.3,89.46,90.43
5.97,59.12,63.66
1.73,78.12,51.49
1.44,65.42,42.96
6.93,63.15,64.81
2.18,91.46,49.75
9.5,61.08,80.08
13.33,76.09,100.0
13.36,97.24,100.0
